"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264"
"a.2929",0,0,8,14,12,12,0,0,0,0,0,0,0,15,59,47,12,0,0,0,0,0,0,0,12,43,32,13,0,0,0,0,0,0,0,9,28,23,11,0,0,0,0,0,0,0,12,28,21,9,0,0,0,0,0,0,0,11,28,20,10,0,0,0,0,0,0,0,12,38,27,13,0,0,0,0,0,0,0,13,45,28,10,0,0,0,0,0,0,0,10,55,30,9,0,0,0,0,0,0,0,14,48,28,10,0,0,0,0,0,0,0,13,43,24,14,0,0,0,0,0,0,0,13,38,22,9,0,0,0,0,0,0,0,14,33,23,12,0,0,0,0,0,0,0,11,41,24,10,0,0,0,0,0,0,0,12,46,20,11,0,0,0,0,0,0,0,13,37,19,9,0,0,0,0,0,0,0,12,34,20,9,0,0,0,0,0,0,0,14,54,24,8,0,0,0,0,0,0,0,51,269,75,17,0,0,0,0,0,0,0,40,235,62,15,0,0,0,0,0,0,0,26,121,35,11,0,0,0,0,0,0,0,20,87,27,9,0,0,0,0,0,0,0,17,68,26,10,0,0,0,0,0,0,0,27,111,31,11,0,0,0,0,0
"a.2930",0,0,0,0,10,12,10,11,0,0,0,0,0,0,0,18,49,17,13,0,0,0,0,0,0,0,19,72,21,10,0,0,0,0,0,0,0,22,117,41,11,0,0,0,0,0,0,0,18,89,36,11,0,0,0,0,0,0,0,14,68,30,12,0,0,0,0,0,0,0,14,66,32,11,0,0,0,0,0,0,0,15,73,44,11,0,0,0,0,0,0,0,14,77,52,12,0,0,0,0,0,0,0,12,54,37,10,0,0,0,0,0,0,0,13,54,43,11,0,0,0,0,0,0,0,13,55,50,12,0,0,0,0,0,0,0,11,66,72,13,0,0,0,0,0,0,0,11,48,52,11,0,0,0,0,0,0,0,10,37,39,10,0,0,0,0,0,0,0,8,32,36,10,0,0,0,0,0,0,0,11,42,72,16,0,0,0,0,0,0,0,12,79,225,41,0,0,0,0,0,0,0,13,81,291,43,0,0,0,0,0,0,0,11,53,159,28,0,0,0,0,0,0,0,14,59,197,44,0,0,0,0,0,0,0,13,76,355,70,0,0,0,0,0,0,0,14,61,292,63,0,0,0,0,0,0,0,11,51,249,60,0,0,0
"a.2931",0,0,10,13,23,11,0,0,0,0,0,0,0,9,20,50,14,0,0,0,0,0,0,0,13,27,59,17,0,0,0,0,0,0,0,14,63,160,25,0,0,0,0,0,0,0,18,92,232,43,0,0,0,0,0,0,0,17,148,399,52,0,0,0,0,0,0,0,14,101,247,31,0,0,0,0,0,0,0,11,65,152,24,0,0,0,0,0,0,0,11,48,106,18,0,0,0,0,0,0,0,10,39,82,16,0,0,0,0,0,0,0,10,34,65,16,0,0,0,0,0,0,0,8,33,58,15,0,0,0,0,0,0,0,14,94,130,19,0,0,0,0,0,0,0,18,116,139,20,0,0,0,0,0,0,0,40,238,130,17,0,0,0,0,0,0,0,39,281,122,16,0,0,0,0,0,0,0,22,160,81,10,0,0,0,0,0,0,0,17,105,65,14,0,0,0,0,0,0,0,16,80,59,12,0,0,0,0,0,0,0,14,67,52,13,0,0,0,0,0,0,0,14,61,44,13,0,0,0,0,0,0,0,17,58,45,12,0,0,0,0,0,0,0,15,69,45,14,0,0,0,0,0,0,0,15,59,43,15,0,0,0,0,0
"a.2932",0,0,0,0,0,0,12,15,13,0,0,0,0,0,0,0,0,33,43,12,0,0,0,0,0,0,0,0,27,33,11,0,0,0,0,0,0,0,0,20,23,11,0,0,0,0,0,0,0,0,25,33,11,0,0,0,0,0,0,0,0,25,34,12,0,0,0,0,0,0,0,0,25,32,11,0,0,0,0,0,0,0,0,22,33,11,0,0,0,0,0,0,0,0,20,30,12,0,0,0,0,0,0,0,0,20,28,14,0,0,0,0,0,0,0,0,18,25,9,0,0,0,0,0,0,0,0,19,27,13,0,0,0,0,0,0,0,0,40,71,14,0,0,0,0,0,0,0,0,46,80,16,0,0,0,0,0,0,0,0,33,55,14,0,0,0,0,0,0,0,0,22,36,11,0,0,0,0,0,0,0,0,22,35,11,0,0,0,0,0,0,0,0,25,42,12,0,0,0,0,0,0,0,0,22,36,13,0,0,0,0,0,0,0,0,24,42,13,0,0,0,0,0,0,0,0,34,64,16,0,0,0,0,0,0,0,0,44,101,17,0,0,0,0,0,0,0,0,35,79,17,0,0,0,0,0,0,0,0,26,47,14,0,0
"a.2933",0,0,0,20,22,13,17,21,50,31,23,0,0,0,56,67,23,103,140,233,126,143,0,0,0,31,43,17,91,135,293,118,198,0,0,0,21,26,15,56,93,161,114,146,0,0,0,16,23,12,38,65,96,101,117,0,0,0,25,53,15,30,45,67,64,68,0,0,0,22,65,17,22,35,56,47,48,0,0,0,19,47,16,21,38,58,37,39,0,0,0,19,65,19,20,37,57,35,33,0,0,0,16,48,18,17,31,54,29,29,0,0,0,15,40,18,17,28,65,39,29,0,0,0,16,48,20,15,25,68,60,44,0,0,0,14,50,24,14,20,53,71,95,0,0,0,13,39,19,15,21,39,46,59,0,0,0,12,44,26,16,19,36,33,38,0,0,0,14,42,34,18,19,32,28,31,0,0,0,13,41,82,38,21,28,25,27,0,0,0,16,93,177,42,21,27,24,23,0,0,0,15,115,205,34,17,25,21,22,0,0,0,13,64,110,23,14,23,21,22,0,0,0,10,43,73,18,15,23,19,18,0,0,0,14,63,127,27,15,21,19,19,0,0,0,13,62,146,24,14,23,19,20,0,0,0,11,46,101,20,13,20,20,17
"a.2934",0,0,0,0,0,9,9,10,9,0,0,0,0,0,0,0,25,102,36,12,0,0,0,0,0,0,0,38,220,59,12,0,0,0,0,0,0,0,23,119,37,10,0,0,0,0,0,0,0,17,72,27,11,0,0,0,0,0,0,0,27,166,93,16,0,0,0,0,0,0,0,26,230,131,16,0,0,0,0,0,0,0,19,131,73,14,0,0,0,0,0,0,0,18,82,49,12,0,0,0,0,0,0,0,16,61,37,12,0,0,0,0,0,0,0,23,108,108,23,0,0,0,0,0,0,0,21,132,153,25,0,0,0,0,0,0,0,18,81,84,16,0,0,0,0,0,0,0,14,58,55,15,0,0,0,0,0,0,0,14,48,43,9,0,0,0,0,0,0,0,12,45,41,12,0,0,0,0,0,0,0,10,43,49,15,0,0,0,0,0,0,0,13,55,99,21,0,0,0,0,0,0,0,13,48,96,19,0,0,0,0,0,0,0,12,69,167,33,0,0,0,0,0,0,0,15,90,165,31,0,0,0,0,0,0,0,15,90,125,24,0,0,0,0,0,0,0,14,52,78,19,0,0,0,0,0,0,0,10,40,61,16,0,0
"a.2935",0,0,0,20,86,41,12,12,0,0,0,0,0,0,15,71,38,11,7,0,0,0,0,0,0,14,38,23,11,10,0,0,0,0,0,0,10,28,18,11,10,0,0,0,0,0,0,11,25,21,8,9,0,0,0,0,0,0,10,25,24,10,9,0,0,0,0,0,0,9,26,31,12,7,0,0,0,0,0,0,11,27,43,13,10,0,0,0,0,0,0,10,23,39,12,9,0,0,0,0,0,0,10,23,43,15,10,0,0,0,0,0,0,9,24,60,19,10,0,0,0,0,0,0,9,28,101,30,10,0,0,0,0,0,0,11,21,63,22,10,0,0,0,0,0,0,11,16,41,19,8,0,0,0,0,0,0,11,18,36,18,12,0,0,0,0,0,0,9,16,45,29,13,0,0,0,0,0,0,9,15,42,30,10,0,0,0,0,0,0,7,15,31,23,9,0,0,0,0,0,0,9,14,27,22,9,0,0,0,0,0,0,9,16,42,55,16,0,0,0,0,0,0,10,15,42,65,14,0,0,0,0,0,0,11,13,34,46,14,0,0,0,0,0,0,10,14,29,45,14,0,0,0,0,0,0,10,13,26,38,10,0,0,0
"a.2936",0,0,17,24,13,0,0,0,0,0,0,0,0,53,112,21,0,0,0,0,0,0,0,0,54,113,21,0,0,0,0,0,0,0,0,31,66,15,0,0,0,0,0,0,0,0,23,46,14,0,0,0,0,0,0,0,0,23,55,16,0,0,0,0,0,0,0,0,17,46,13,0,0,0,0,0,0,0,0,20,46,15,0,0,0,0,0,0,0,0,35,172,45,0,0,0,0,0,0,0,0,24,116,28,0,0,0,0,0,0,0,0,19,66,20,0,0,0,0,0,0,0,0,17,45,17,0,0,0,0,0,0,0,0,16,40,15,0,0,0,0,0,0,0,0,15,36,15,0,0,0,0,0,0,0,0,14,31,17,0,0,0,0,0,0,0,0,14,31,15,0,0,0,0,0,0,0,0,14,27,13,0,0,0,0,0,0,0,0,13,25,16,0,0,0,0,0,0,0,0,14,24,13,0,0,0,0,0,0,0,0,13,23,14,0,0,0,0,0,0,0,0,12,21,12,0,0,0,0,0,0,0,0,13,20,13,0,0,0,0,0,0,0,0,12,21,12,0,0,0,0,0,0,0,0,11,19,14,0,0,0,0,0,0
"a.2937",0,0,0,0,0,10,12,10,9,0,0,0,0,0,0,0,16,62,32,10,0,0,0,0,0,0,0,15,64,26,11,0,0,0,0,0,0,0,12,45,23,11,0,0,0,0,0,0,0,13,30,17,12,0,0,0,0,0,0,0,10,27,16,9,0,0,0,0,0,0,0,12,28,19,11,0,0,0,0,0,0,0,10,23,16,10,0,0,0,0,0,0,0,13,21,18,11,0,0,0,0,0,0,0,11,21,15,11,0,0,0,0,0,0,0,12,20,18,10,0,0,0,0,0,0,0,13,39,32,13,0,0,0,0,0,0,0,11,35,29,13,0,0,0,0,0,0,0,13,27,26,11,0,0,0,0,0,0,0,10,21,23,11,0,0,0,0,0,0,0,14,27,29,11,0,0,0,0,0,0,0,10,29,38,10,0,0,0,0,0,0,0,10,34,46,12,0,0,0,0,0,0,0,10,38,62,13,0,0,0,0,0,0,0,10,33,50,13,0,0,0,0,0,0,0,9,24,36,10,0,0,0,0,0,0,0,9,23,31,11,0,0,0,0,0,0,0,10,21,30,11,0,0,0,0,0,0,0,13,22,37,12,0,0
"a.2938",0,0,0,0,0,11,32,24,10,0,0,0,0,0,0,0,11,50,36,10,0,0,0,0,0,0,0,13,36,29,12,0,0,0,0,0,0,0,12,32,32,12,0,0,0,0,0,0,0,11,29,34,14,0,0,0,0,0,0,0,12,26,37,12,0,0,0,0,0,0,0,11,27,42,13,0,0,0,0,0,0,0,10,26,40,13,0,0,0,0,0,0,0,9,19,32,12,0,0,0,0,0,0,0,9,19,24,10,0,0,0,0,0,0,0,9,17,24,10,0,0,0,0,0,0,0,7,17,28,13,0,0,0,0,0,0,0,10,20,42,16,0,0,0,0,0,0,0,9,19,43,17,0,0,0,0,0,0,0,10,20,39,18,0,0,0,0,0,0,0,14,16,46,22,0,0,0,0,0,0,0,10,18,54,27,0,0,0,0,0,0,0,9,18,57,27,0,0,0,0,0,0,0,9,16,56,30,0,0,0,0,0,0,0,10,16,40,24,0,0,0,0,0,0,0,10,13,38,25,0,0,0,0,0,0,0,12,20,88,80,0,0,0,0,0,0,0,11,16,85,79,0,0,0,0,0,0,0,10,16,55,51,0,0
"a.2939",0,0,0,15,22,12,10,0,0,0,0,0,0,0,22,41,12,9,0,0,0,0,0,0,0,20,30,13,11,0,0,0,0,0,0,0,14,24,12,9,0,0,0,0,0,0,0,22,59,15,11,0,0,0,0,0,0,0,23,61,19,11,0,0,0,0,0,0,0,21,69,21,9,0,0,0,0,0,0,0,19,52,20,10,0,0,0,0,0,0,0,18,45,18,10,0,0,0,0,0,0,0,17,50,23,11,0,0,0,0,0,0,0,14,40,18,9,0,0,0,0,0,0,0,14,33,17,9,0,0,0,0,0,0,0,13,33,17,10,0,0,0,0,0,0,0,11,27,17,9,0,0,0,0,0,0,0,12,29,18,11,0,0,0,0,0,0,0,10,27,15,9,0,0,0,0,0,0,0,14,40,40,13,0,0,0,0,0,0,0,11,53,57,12,0,0,0,0,0,0,0,17,63,82,16,0,0,0,0,0,0,0,13,53,73,14,0,0,0,0,0,0,0,11,41,50,12,0,0,0,0,0,0,0,11,32,42,10,0,0,0,0,0,0,0,10,27,35,12,0,0,0,0,0,0,0,11,24,27,9,0,0,0,0
"a.2940",0,0,0,0,0,8,11,9,0,0,0,0,0,0,0,0,17,61,26,0,0,0,0,0,0,0,0,17,60,26,0,0,0,0,0,0,0,0,13,45,20,0,0,0,0,0,0,0,0,13,31,16,0,0,0,0,0,0,0,0,12,28,12,0,0,0,0,0,0,0,0,17,40,18,0,0,0,0,0,0,0,0,15,39,20,0,0,0,0,0,0,0,0,15,47,18,0,0,0,0,0,0,0,0,18,67,23,0,0,0,0,0,0,0,0,19,57,20,0,0,0,0,0,0,0,0,17,57,20,0,0,0,0,0,0,0,0,16,37,15,0,0,0,0,0,0,0,0,15,35,15,0,0,0,0,0,0,0,0,15,30,16,0,0,0,0,0,0,0,0,14,31,14,0,0,0,0,0,0,0,0,18,49,16,0,0,0,0,0,0,0,0,16,45,15,0,0,0,0,0,0,0,0,16,42,15,0,0,0,0,0,0,0,0,26,54,17,0,0,0,0,0,0,0,0,21,57,15,0,0,0,0,0,0,0,0,23,47,15,0,0,0,0,0,0,0,0,30,68,17,0,0,0,0,0,0,0,0,23,52,14,0,0,0
"a.2941",0,0,0,0,19,25,11,10,0,0,0,0,0,0,0,26,42,12,10,0,0,0,0,0,0,0,19,31,14,8,0,0,0,0,0,0,0,16,27,10,10,0,0,0,0,0,0,0,44,191,49,12,0,0,0,0,0,0,0,38,187,43,11,0,0,0,0,0,0,0,24,103,29,10,0,0,0,0,0,0,0,17,71,23,11,0,0,0,0,0,0,0,16,60,22,10,0,0,0,0,0,0,0,16,71,33,9,0,0,0,0,0,0,0,19,92,53,10,0,0,0,0,0,0,0,15,67,41,10,0,0,0,0,0,0,0,13,52,31,11,0,0,0,0,0,0,0,13,44,32,10,0,0,0,0,0,0,0,13,38,31,11,0,0,0,0,0,0,0,13,40,42,12,0,0,0,0,0,0,0,15,39,44,15,0,0,0,0,0,0,0,13,31,32,12,0,0,0,0,0,0,0,12,28,29,12,0,0,0,0,0,0,0,10,24,27,12,0,0,0,0,0,0,0,12,26,44,16,0,0,0,0,0,0,0,13,25,47,17,0,0,0,0,0,0,0,13,24,36,15,0,0,0,0,0,0,0,11,21,28,13,0,0,0
"a.2942",0,0,0,0,14,27,12,0,0,0,0,0,0,0,0,19,63,20,0,0,0,0,0,0,0,0,18,71,23,0,0,0,0,0,0,0,0,15,53,18,0,0,0,0,0,0,0,0,16,51,20,0,0,0,0,0,0,0,0,16,55,24,0,0,0,0,0,0,0,0,14,39,17,0,0,0,0,0,0,0,0,10,29,15,0,0,0,0,0,0,0,0,13,29,17,0,0,0,0,0,0,0,0,15,56,30,0,0,0,0,0,0,0,0,28,195,111,0,0,0,0,0,0,0,0,24,200,106,0,0,0,0,0,0,0,0,18,130,70,0,0,0,0,0,0,0,0,16,97,55,0,0,0,0,0,0,0,0,15,83,52,0,0,0,0,0,0,0,0,13,74,49,0,0,0,0,0,0,0,0,13,60,39,0,0,0,0,0,0,0,0,12,52,34,0,0,0,0,0,0,0,0,13,58,41,0,0,0,0,0,0,0,0,13,52,40,0,0,0,0,0,0,0,0,10,39,33,0,0,0,0,0,0,0,0,12,34,25,0,0,0,0,0,0,0,0,10,36,27,0,0,0,0,0,0,0,0,12,34,35,0,0,0,0
"a.2943",0,0,0,0,15,92,110,17,12,9,11,0,0,0,0,13,97,125,19,8,8,8,0,0,0,0,12,68,94,16,10,9,8,0,0,0,0,13,56,94,19,10,9,10,0,0,0,0,16,130,302,37,12,8,8,0,0,0,0,12,83,189,24,8,10,10,0,0,0,0,10,53,107,18,11,9,10,0,0,0,0,10,42,91,20,12,8,10,0,0,0,0,13,44,150,40,12,9,10,0,0,0,0,13,51,176,37,12,10,11,0,0,0,0,10,52,158,32,11,8,9,0,0,0,0,9,38,117,23,9,11,8,0,0,0,0,12,35,98,23,11,11,13,0,0,0,0,11,39,114,28,12,12,11,0,0,0,0,12,34,103,24,12,12,12,0,0,0,0,9,26,80,20,10,8,8,0,0,0,0,9,26,78,22,10,9,9,0,0,0,0,10,29,109,31,14,10,8,0,0,0,0,10,25,98,27,17,21,12,0,0,0,0,8,22,69,28,30,39,22,0,0,0,0,10,22,61,54,51,33,19,0,0,0,0,11,32,171,103,44,20,16,0,0,0,0,10,28,172,92,27,18,22,0,0,0,0,9,22,97,54,21,16,24
"a.2944",0,0,0,0,22,107,86,18,13,0,0,0,0,0,0,22,183,200,24,10,0,0,0,0,0,0,15,106,114,18,12,0,0,0,0,0,0,14,64,81,16,9,0,0,0,0,0,0,12,56,87,19,12,0,0,0,0,0,0,13,46,78,17,9,0,0,0,0,0,0,11,36,53,14,9,0,0,0,0,0,0,10,31,42,11,9,0,0,0,0,0,0,11,32,67,27,12,0,0,0,0,0,0,12,30,75,30,11,0,0,0,0,0,0,13,25,49,20,12,0,0,0,0,0,0,11,26,42,24,14,0,0,0,0,0,0,12,24,49,38,15,0,0,0,0,0,0,10,23,64,66,15,0,0,0,0,0,0,10,20,50,52,14,0,0,0,0,0,0,10,20,36,36,13,0,0,0,0,0,0,9,17,39,51,14,0,0,0,0,0,0,10,18,37,62,18,0,0,0,0,0,0,11,17,28,46,15,0,0,0,0,0,0,10,16,28,55,15,0,0,0,0,0,0,8,15,24,51,20,0,0,0,0,0,0,10,14,27,66,31,0,0,0,0,0,0,11,14,22,48,25,0,0,0,0,0,0,10,13,20,33,16,0,0
"a.2945",0,0,0,11,12,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0
"a.2946",0,0,0,0,0,16,27,12,0,0,0,0,0,0,0,0,42,97,20,0,0,0,0,0,0,0,0,31,79,18,0,0,0,0,0,0,0,0,29,86,22,0,0,0,0,0,0,0,0,25,69,19,0,0,0,0,0,0,0,0,21,45,17,0,0,0,0,0,0,0,0,20,55,17,0,0,0,0,0,0,0,0,16,48,17,0,0,0,0,0,0,0,0,14,43,17,0,0,0,0,0,0,0,0,16,51,20,0,0,0,0,0,0,0,0,19,59,25,0,0,0,0,0,0,0,0,16,55,24,0,0,0,0,0,0,0,0,19,73,35,0,0,0,0,0,0,0,0,15,54,26,0,0,0,0,0,0,0,0,12,41,23,0,0,0,0,0,0,0,0,13,39,23,0,0,0,0,0,0,0,0,14,43,27,0,0,0,0,0,0,0,0,14,63,46,0,0,0,0,0,0,0,0,16,73,58,0,0,0,0,0,0,0,0,19,102,104,0,0,0,0,0,0,0,0,12,69,69,0,0,0,0,0,0,0,0,14,46,43,0,0,0,0,0,0,0,0,11,37,32,0,0,0,0,0,0,0,0,14,33,32,0,0,0
"a.2947",0,0,0,0,0,0,19,56,36,16,31,0,0,0,0,0,0,35,186,111,34,126,0,0,0,0,0,0,22,129,103,26,87,0,0,0,0,0,0,17,82,72,26,87,0,0,0,0,0,0,15,70,57,21,60,0,0,0,0,0,0,17,72,59,20,50,0,0,0,0,0,0,16,83,69,18,42,0,0,0,0,0,0,14,79,100,21,34,0,0,0,0,0,0,11,60,81,18,29,0,0,0,0,0,0,12,48,75,21,37,0,0,0,0,0,0,14,49,79,32,64,0,0,0,0,0,0,12,49,77,31,76,0,0,0,0,0,0,11,45,81,30,80,0,0,0,0,0,0,12,39,80,34,70,0,0,0,0,0,0,11,36,70,28,48,0,0,0,0,0,0,10,31,56,27,47,0,0,0,0,0,0,11,31,59,30,67,0,0,0,0,0,0,12,32,82,34,66,0,0,0,0,0,0,10,32,96,40,50,0,0,0,0,0,0,11,31,104,60,45,0,0,0,0,0,0,12,39,218,205,64,0,0,0,0,0,0,10,29,202,199,62,0,0,0,0,0,0,10,26,121,109,60,0,0,0,0,0,0,12,23,81,72,49
"a.2948",0,0,10,14,19,13,10,0,0,0,10,0,0,12,58,207,79,18,0,0,0,10,0,0,10,40,152,75,14,0,0,0,8,0,0,9,26,85,44,12,0,0,0,10,0,0,9,21,68,41,10,0,0,0,10,0,0,10,35,95,35,13,0,0,0,11,0,0,12,31,88,27,11,0,0,0,10,0,0,10,27,65,26,10,0,0,0,9,0,0,12,24,56,25,13,0,0,0,11,0,0,9,22,49,22,9,0,0,0,10,0,0,11,27,48,22,11,0,0,0,16,0,0,12,25,48,19,10,0,0,0,93,0,0,10,21,38,17,9,0,0,0,65,0,0,11,19,32,17,11,0,0,0,34,0,0,10,17,29,19,8,0,0,0,22,0,0,12,15,28,15,9,0,0,0,18,0,0,8,17,27,12,10,0,0,0,18,0,0,10,15,26,16,9,0,0,0,16,0,0,11,15,21,13,10,0,0,0,16,0,0,18,27,26,15,9,0,0,0,16,0,0,24,40,26,15,10,0,0,0,14,0,0,41,66,28,13,11,0,0,0,12,0,0,43,73,28,16,11,0,0,0,16,0,0,46,76,28,11,7,0,0,0,11
"a.2949",0,0,0,0,10,11,11,0,0,0,0,0,0,0,0,9,11,9,0,0,0,0,0,0,0,0,8,9,6,0,0,0,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,0,6,9,8,0,0,0,0,0,0,0,0,9,5,7,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,7,7,9,0,0,0,0,0,0,0,0,8,9,9,0,0,0,0,0,0,0,0,10,8,10,0,0,0,0,0,0,0,0,10,12,8,0,0,0,0,0,0,0,0,13,16,11,0,0,0,0,0,0,0,0,12,17,12,0,0,0,0,0,0,0,0,11,19,10,0,0,0,0,0,0,0,0,10,15,10,0,0,0,0,0,0,0,0,12,17,11,0,0,0,0,0,0,0,0,11,12,12,0,0,0,0,0,0,0,0,10,16,11,0,0,0,0,0,0,0,0,13,20,12,0,0,0,0,0,0,0,0,14,17,12,0,0,0,0,0,0,0,0,17,36,19,0,0,0,0,0,0,0,0,17,35,19,0,0,0,0,0,0,0,0,14,22,15,0,0,0,0,0,0,0,0,11,18,10,0,0,0,0
"a.2950",0,0,9,16,11,10,0,0,0,0,0,0,0,58,324,112,19,0,0,0,0,0,0,0,35,241,79,12,0,0,0,0,0,0,0,32,162,62,16,0,0,0,0,0,0,0,38,266,101,13,0,0,0,0,0,0,0,26,174,64,13,0,0,0,0,0,0,0,20,110,45,7,0,0,0,0,0,0,0,19,85,34,11,0,0,0,0,0,0,0,17,77,34,11,0,0,0,0,0,0,0,18,82,40,8,0,0,0,0,0,0,0,15,77,35,11,0,0,0,0,0,0,0,17,63,34,9,0,0,0,0,0,0,0,17,66,34,13,0,0,0,0,0,0,0,16,67,38,9,0,0,0,0,0,0,0,15,66,36,11,0,0,0,0,0,0,0,14,62,38,12,0,0,0,0,0,0,0,15,54,32,9,0,0,0,0,0,0,0,13,50,32,10,0,0,0,0,0,0,0,15,57,38,12,0,0,0,0,0,0,0,13,47,28,10,0,0,0,0,0,0,0,12,42,28,11,0,0,0,0,0,0,0,13,38,27,11,0,0,0,0,0,0,0,15,38,28,11,0,0,0,0,0,0,0,12,37,28,9,0,0,0,0,0
"a.2951",5,10,8,13,36,53,15,0,0,0,0,11,9,9,15,89,148,19,0,0,0,0,11,8,9,16,117,187,24,0,0,0,0,11,9,8,15,113,175,23,0,0,0,0,15,11,10,13,79,125,18,0,0,0,0,270,84,17,12,52,88,17,0,0,0,0,311,85,11,13,62,92,15,0,0,0,0,148,43,10,13,84,124,19,0,0,0,0,82,26,11,13,70,103,18,0,0,0,0,58,22,10,12,52,76,13,0,0,0,0,47,19,13,10,45,64,14,0,0,0,0,42,18,12,14,46,63,16,0,0,0,0,36,19,10,12,47,65,13,0,0,0,0,32,17,9,12,40,54,14,0,0,0,0,29,13,8,10,35,47,13,0,0,0,0,25,14,8,8,31,44,8,0,0,0,0,23,13,7,11,35,43,12,0,0,0,0,22,11,8,12,45,52,12,0,0,0,0,22,14,8,15,104,110,15,0,0,0,0,19,13,8,17,121,122,15,0,0,0,0,19,12,12,14,90,92,17,0,0,0,0,19,11,11,14,74,76,16,0,0,0,0,17,13,8,12,59,63,12,0,0,0,0,15,11,7,10,48,52,11,0,0,0,0
"a.2952",0,0,9,10,9,9,9,0,0,0,0,0,0,24,35,12,9,8,0,0,0,0,0,0,20,34,13,10,11,0,0,0,0,0,0,16,30,12,11,10,0,0,0,0,0,0,14,33,13,9,10,0,0,0,0,0,0,14,29,15,11,11,0,0,0,0,0,0,13,28,15,12,9,0,0,0,0,0,0,13,28,16,10,11,0,0,0,0,0,0,13,26,19,10,10,0,0,0,0,0,0,13,32,28,10,9,0,0,0,0,0,0,13,46,47,15,8,0,0,0,0,0,0,13,36,40,15,9,0,0,0,0,0,0,12,28,32,13,11,0,0,0,0,0,0,12,30,56,18,11,0,0,0,0,0,0,15,38,98,26,13,0,0,0,0,0,0,9,31,93,25,10,0,0,0,0,0,0,13,27,81,27,12,0,0,0,0,0,0,9,24,89,35,9,0,0,0,0,0,0,11,31,127,64,16,0,0,0,0,0,0,11,25,119,73,14,0,0,0,0,0,0,11,25,110,86,18,0,0,0,0,0,0,11,24,127,127,20,0,0,0,0,0,0,11,21,131,179,27,0,0,0,0,0,0,9,23,126,207,30,0,0,0,0
